basket_size,basket_id,stock_position,symbol,ticker,company_name,sector,basket_avg_pairwise_corr,basket_sector_count
3,15,3,SUZLON,SUZLON.NS,Suzlon Energy Ltd.,Capital Goods,0.15774326549723372,3
3,16,1,HUDCO,HUDCO.NS,Housing & Urban Development Corporation Ltd.,Financial Services,0.1760603898536065,3
3,16,2,APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,0.1760603898536065,3
3,16,3,BLUESTARCO,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,0.1760603898536065,3
3,17,1,UNIONBANK,UNIONBANK.NS,Union Bank of India,Financial Services,0.1640001330367829,3
3,17,2,LTM,LTM.NS,LTM Ltd.,Information Technology,0.1640001330367829,3
3,17,3,PAGEIND,PAGEIND.NS,Page Industries Ltd.,Textiles,0.1640001330367829,3
3,18,1,PNB,PNB.NS,Punjab National Bank,Financial Services,0.15593527413601677,3
3,18,2,NAUKRI,NAUKRI.NS,Info Edge (India) Ltd.,Consumer Services,0.15593527413601677,3
3,18,3,SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare,0.15593527413601677,3
3,19,1,BANKINDIA,BANKINDIA.NS,Bank of India,Financial Services,0.1680177867981829,3
3,19,2,COFORGE,COFORGE.NS,Coforge Ltd.,Information Technology,0.1680177867981829,3
3,19,3,GODREJCP,GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,0.1680177867981829,3
3,20,1,BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,0.1694914984785203,3
3,20,2,CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,0.1694914984785203,3
3,20,3,OFSS,OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology,0.1694914984785203,3
3,21,1,SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,0.16544797833372177,3
3,21,2,TECHM,TECHM.NS,Tech Mahindra Ltd.,Information Technology,0.16544797833372177,3
3,21,3,ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,0.16544797833372177,3
3,22,1,HDFCBANK,HDFCBANK.NS,HDFC Bank Ltd.,Financial Services,0.17503099865146257,3
3,22,2,NHPC,NHPC.NS,NHPC Ltd.,Power,0.17503099865146257,3
3,22,3,DMART,DMART.NS,Avenue Supermarts Ltd.,Consumer Services,0.17503099865146257,3
3,23,1,SBICARD,SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,0.15446641929481794,3
3,23,2,TATACOMM,TATACOMM.NS,Tata Communications Ltd.,Telecommunication,0.15446641929481794,3
3,23,3,SUPREMEIND,SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,0.15446641929481794,3
3,24,1,CHOLAFIN,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services,0.16040536480951503,3
3,24,2,FORTIS,FORTIS.NS,Fortis Healthcare Ltd.,Healthcare,0.16040536480951503,3
3,24,3,ITC,ITC.NS,ITC Ltd.,Fast Moving Consumer Goods,0.16040536480951503,3
3,25,1,INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,0.16184240605218922,3
3,25,2,NYKAA,NYKAA.NS,FSN E-Commerce Ventures Ltd.,Consumer Services,0.16184240605218922,3
3,25,3,ONGC,ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,0.16184240605218922,3
3,26,1,INDIANB,INDIANB.NS,Indian Bank,Financial Services,0.1739070627701813,3
3,26,2,ASIANPAINT,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,0.1739070627701813,3
3,26,3,KPITTECH,KPITTECH.NS,KPIT Technologies Ltd.,Information Technology,0.1739070627701813,3
3,27,1,HDFCLIFE,HDFCLIFE.NS,HDFC Life Insurance Company Ltd.,Financial Services,0.17259639719525066,3
3,27,2,ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,0.17259639719525066,3
3,27,3,KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,0.17259639719525066,3
3,28,1,KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,Financial Services,0.16770279169031865,3
3,28,2,COCHINSHIP,COCHINSHIP.NS,Cochin Shipyard Ltd.,Capital Goods,0.16770279169031865,3
3,28,3,BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication,0.16770279169031865,3
3,29,1,SBILIFE,SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services,0.16783328845273807,3
3,29,2,SOLARINDS,SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,0.16783328845273807,3
3,29,3,GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Ltd.,Healthcare,0.16783328845273807,3
3,30,1,IRFC,IRFC.NS,Indian Railway Finance Corporation Ltd.,Financial Services,0.17069983824178778,3
3,30,2,RADICO,RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,0.17069983824178778,3
3,30,3,PIDILITIND,PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals,0.17069983824178778,3
3,31,1,SIEMENS,SIEMENS.NS,Siemens Ltd.,Capital Goods,0.17778619172958843,3
3,31,2,YESBANK,YESBANK.NS,Yes Bank Ltd.,Financial Services,0.17778619172958843,3
3,31,3,DABUR,DABUR.NS,Dabur India Ltd.,Fast Moving Consumer Goods,0.17778619172958843,3
