basket_size,basket_id,stock_position,symbol,ticker,company_name,sector,basket_avg_pairwise_corr,basket_sector_count
7,1,1,LTF,LTF.NS,L&T Finance Ltd.,Financial Services,0.13007137719512385,7
7,1,2,DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,0.13007137719512385,7
7,1,3,PATANJALI,PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods,0.13007137719512385,7
7,1,4,TIINDIA,TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,0.13007137719512385,7
7,1,5,INFY,INFY.NS,Infosys Ltd.,Information Technology,0.13007137719512385,7
7,1,6,GVT&D,GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,0.13007137719512385,7
7,1,7,IDEA,IDEA.NS,Vodafone Idea Ltd.,Telecommunication,0.13007137719512385,7
7,2,1,LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services,0.13746633404740521,7
7,2,2,HCLTECH,HCLTECH.NS,HCL Technologies Ltd.,Information Technology,0.13746633404740521,7
7,2,3,ALKEM,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,0.13746633404740521,7
7,2,4,POWERINDIA,POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods,0.13746633404740521,7
7,2,5,HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,0.13746633404740521,7
7,2,6,ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,0.13746633404740521,7
7,2,7,OIL,OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels,0.13746633404740521,7
7,3,1,CANBK,CANBK.NS,Canara Bank,Financial Services,0.13447093586629558,7
7,3,2,NESTLEIND,NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods,0.13447093586629558,7
7,3,3,MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare,0.13447093586629558,7
7,3,4,TCS,TCS.NS,Tata Consultancy Services Ltd.,Information Technology,0.13447093586629558,7
7,3,5,SOLARINDS,SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,0.13447093586629558,7
7,3,6,INDUSTOWER,INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication,0.13447093586629558,7
7,3,7,SUZLON,SUZLON.NS,Suzlon Energy Ltd.,Capital Goods,0.13447093586629558,7
7,4,1,IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Ltd.,Financial Services,0.15157668756200435,7
7,4,2,TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare,0.15157668756200435,7
7,4,3,MPHASIS,MPHASIS.NS,MphasiS Ltd.,Information Technology,0.15157668756200435,7
7,4,4,PHOENIXLTD,PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty,0.15157668756200435,7
7,4,5,VBL,VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods,0.15157668756200435,7
7,4,6,CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,0.15157668756200435,7
7,4,7,BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication,0.15157668756200435,7
7,5,1,SBIN,SBIN.NS,State Bank of India,Financial Services,0.16169338323472177,7
7,5,2,PERSISTENT,PERSISTENT.NS,Persistent Systems Ltd.,Information Technology,0.16169338323472177,7
7,5,3,GODREJCP,GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,0.16169338323472177,7
7,5,4,FORTIS,FORTIS.NS,Fortis Healthcare Ltd.,Healthcare,0.16169338323472177,7
7,5,5,SUPREMEIND,SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,0.16169338323472177,7
7,5,6,ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,0.16169338323472177,7
7,5,7,BLUESTARCO,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,0.16169338323472177,7
7,6,1,ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Ltd.,Financial Services,0.17033114474014646,7
7,6,2,CIPLA,CIPLA.NS,Cipla Ltd.,Healthcare,0.17033114474014646,7
7,6,3,NYKAA,NYKAA.NS,FSN E-Commerce Ventures Ltd.,Consumer Services,0.17033114474014646,7
7,6,4,MARICO,MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods,0.17033114474014646,7
7,6,5,ATGL,ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,0.17033114474014646,7
7,6,6,OFSS,OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology,0.17033114474014646,7
7,6,7,MAZDOCK,MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,0.17033114474014646,7
7,7,1,PFC,PFC.NS,Power Finance Corporation Ltd.,Financial Services,0.18106447583634622,7
7,7,2,BRITANNIA,BRITANNIA.NS,Britannia Industries Ltd.,Fast Moving Consumer Goods,0.18106447583634622,7
7,7,3,KPITTECH,KPITTECH.NS,KPIT Technologies Ltd.,Information Technology,0.18106447583634622,7
7,7,4,LUPIN,LUPIN.NS,Lupin Ltd.,Healthcare,0.18106447583634622,7
7,7,5,INDIGO,INDIGO.NS,InterGlobe Aviation Ltd.,Services,0.18106447583634622,7
7,7,6,NAUKRI,NAUKRI.NS,Info Edge (India) Ltd.,Consumer Services,0.18106447583634622,7
7,7,7,POWERGRID,POWERGRID.NS,Power Grid Corporation of India Ltd.,Power,0.18106447583634622,7
7,8,1,RECLTD,RECLTD.NS,REC Ltd.,Financial Services,0.1796950965660392,7
7,8,2,WIPRO,WIPRO.NS,Wipro Ltd.,Information Technology,0.1796950965660392,7
7,8,3,GODFRYPHLP,GODFRYPHLP.NS,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,0.1796950965660392,7
7,8,4,PAGEIND,PAGEIND.NS,Page Industries Ltd.,Textiles,0.1796950965660392,7
7,8,5,SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare,0.1796950965660392,7
7,8,6,COROMANDEL,COROMANDEL.NS,Coromandel International Ltd.,Chemicals,0.1796950965660392,7
7,8,7,KEI,KEI.NS,KEI Industries Ltd.,Capital Goods,0.1796950965660392,7
7,9,1,FEDERALBNK,FEDERALBNK.NS,Federal Bank Ltd.,Financial Services,0.18395418013701692,7
7,9,2,DIVISLAB,DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare,0.18395418013701692,7
7,9,3,ETERNAL,ETERNAL.NS,Eternal Ltd.,Consumer Services,0.18395418013701692,7
7,9,4,COLPAL,COLPAL.NS,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,0.18395418013701692,7
7,9,5,ONGC,ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,0.18395418013701692,7
7,9,6,KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,0.18395418013701692,7
7,9,7,LTM,LTM.NS,LTM Ltd.,Information Technology,0.18395418013701692,7
7,10,1,HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Ltd.,Financial Services,0.19998180567679624,7
7,10,2,ASIANPAINT,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,0.19998180567679624,7
7,10,3,BDL,BDL.NS,Bharat Dynamics Ltd.,Capital Goods,0.19998180567679624,7
7,10,4,COFORGE,COFORGE.NS,Coforge Ltd.,Information Technology,0.19998180567679624,7
7,10,5,ITC,ITC.NS,ITC Ltd.,Fast Moving Consumer Goods,0.19998180567679624,7
7,10,6,GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Ltd.,Healthcare,0.19998180567679624,7
7,10,7,DMART,DMART.NS,Avenue Supermarts Ltd.,Consumer Services,0.19998180567679624,7
7,11,1,M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services,0.19567907472327775,7
7,11,2,TECHM,TECHM.NS,Tech Mahindra Ltd.,Information Technology,0.19567907472327775,7
7,11,3,ABB,ABB.NS,ABB India Ltd.,Capital Goods,0.19567907472327775,7
7,11,4,RADICO,RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,0.19567907472327775,7
7,11,5,APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,0.19567907472327775,7
7,11,6,COALINDIA,COALINDIA.NS,Coal India Ltd.,Oil Gas & Consumable Fuels,0.19567907472327775,7
7,11,7,PIIND,PIIND.NS,PI Industries Ltd.,Chemicals,0.19567907472327775,7
