basket_size,basket_id,stock_position,symbol,ticker,company_name,sector,basket_avg_pairwise_corr,basket_sector_count
8,1,1,LTF,LTF.NS,L&T Finance Ltd.,Financial Services,0.13265365808252183,8
8,1,2,DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,0.13265365808252183,8
8,1,3,PATANJALI,PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods,0.13265365808252183,8
8,1,4,TIINDIA,TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,0.13265365808252183,8
8,1,5,INFY,INFY.NS,Infosys Ltd.,Information Technology,0.13265365808252183,8
8,1,6,GVT&D,GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,0.13265365808252183,8
8,1,7,IDEA,IDEA.NS,Vodafone Idea Ltd.,Telecommunication,0.13265365808252183,8
8,1,8,OIL,OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels,0.13265365808252183,8
8,2,1,LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services,0.1428758120731905,8
8,2,2,HCLTECH,HCLTECH.NS,HCL Technologies Ltd.,Information Technology,0.1428758120731905,8
8,2,3,ALKEM,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,0.1428758120731905,8
8,2,4,POWERINDIA,POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods,0.1428758120731905,8
8,2,5,HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,0.1428758120731905,8
8,2,6,ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,0.1428758120731905,8
8,2,7,BLUESTARCO,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,0.1428758120731905,8
8,2,8,INDUSTOWER,INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication,0.1428758120731905,8
8,3,1,CANBK,CANBK.NS,Canara Bank,Financial Services,0.14473387287310335,8
8,3,2,NESTLEIND,NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods,0.14473387287310335,8
8,3,3,MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare,0.14473387287310335,8
