basket_id,basket_avg_pairwise_corr,basket_sector_count,symbols,sectors
1,0.13265365808252183,8,"LTF, DRREDDY, PATANJALI, TIINDIA, INFY, GVT&D, IDEA, OIL","Financial Services, Healthcare, Fast Moving Consumer Goods, Automobile and Auto Components, Information Technology, Capital Goods, Telecommunication, Oil Gas & Consumable Fuels"
2,0.1428758120731905,8,"LICHSGFIN, HCLTECH, ALKEM, POWERINDIA, HINDUNILVR, ADANIGREEN, BLUESTARCO, INDUSTOWER","Financial Services, Information Technology, Healthcare, Capital Goods, Fast Moving Consumer Goods, Power, Consumer Durables, Telecommunication"
3,0.14473387287310335,8,"CANBK, NESTLEIND, MAXHEALTH, TCS, SOLARINDS, SUZLON, PHOENIXLTD, ATGL","Financial Services, Fast Moving Consumer Goods, Healthcare, Information Technology, Chemicals, Capital Goods, Realty, Oil Gas & Consumable Fuels"
4,0.1591183568598604,8,"IDFCFIRSTB, TORNTPHARM, MPHASIS, VBL, CGPOWER, BHARTIARTL, DMART, POWERGRID","Financial Services, Healthcare, Information Technology, Fast Moving Consumer Goods, Capital Goods, Telecommunication, Consumer Services, Power"
5,0.16726543683372316,8,"SBIN, PERSISTENT, GODREJCP, FORTIS, SUPREMEIND, ADANIENSOL, NYKAA, COROMANDEL","Financial Services, Information Technology, Fast Moving Consumer Goods, Healthcare, Capital Goods, Power, Consumer Services, Chemicals"
6,0.17617383750129562,8,"ABCAPITAL, CIPLA, PAGEIND, COFORGE, GODFRYPHLP, INDIGO, ONGC, NAUKRI","Financial Services, Healthcare, Textiles, Information Technology, Fast Moving Consumer Goods, Services, Oil Gas & Consumable Fuels, Consumer Services"
7,0.1923590087985008,8,"PFC, BRITANNIA, KPITTECH, LUPIN, KALYANKJIL, KEI, HINDZINC, ETERNAL","Financial Services, Fast Moving Consumer Goods, Information Technology, Healthcare, Consumer Durables, Capital Goods, Metals & Mining, Consumer Services"
8,0.18890531169362343,8,"RECLTD, WIPRO, COLPAL, SUNPHARMA, OBEROIRLTY, APLAPOLLO, PIIND, TRENT","Financial Services, Information Technology, Fast Moving Consumer Goods, Healthcare, Realty, Capital Goods, Chemicals, Consumer Services"
9,0.19723316019167633,8,"FEDERALBNK, MARICO, LTM, HAL, DIVISLAB, PRESTIGE, ASIANPAINT, COALINDIA","Financial Services, Fast Moving Consumer Goods, Information Technology, Capital Goods, Healthcare, Realty, Consumer Durables, Oil Gas & Consumable Fuels"
10,0.21068020510624746,8,"HDFCAMC, RADICO, APOLLOHOSP, COCHINSHIP, TECHM, TATACOMM, HINDPETRO, PIDILITIND","Financial Services, Fast Moving Consumer Goods, Healthcare, Capital Goods, Information Technology, Telecommunication, Oil Gas & Consumable Fuels, Chemicals"
11,0.21319094205631792,8,"M&MFIN, ZYDUSLIFE, ITC, OFSS, ABB, ADANIPOWER, TITAN, LODHA","Financial Services, Healthcare, Fast Moving Consumer Goods, Information Technology, Capital Goods, Power, Consumer Durables, Realty"
12,0.22624222976673772,8,"BANKBARODA, DABUR, ASTRAL, LAURUSLABS, NHPC, TATAELXSI, BAJAJ-AUTO, JUBLFOOD","Financial Services, Fast Moving Consumer Goods, Capital Goods, Healthcare, Power, Information Technology, Automobile and Auto Components, Consumer Services"
13,0.23686560936204984,8,"AXISBANK, GLENMARK, BDL, DIXON, UNITDSPR, JSWENERGY, HEROMOTOCO, INDHOTEL","Financial Services, Healthcare, Capital Goods, Consumer Durables, Fast Moving Consumer Goods, Power, Automobile and Auto Components, Consumer Services"
14,0.2574194227378465,8,"ICICIBANK, MAZDOCK, AUROPHARMA, TVSMOTOR, NATIONALUM, SHREECEM, RVNL, TATACONSUM","Financial Services, Capital Goods, Healthcare, Automobile and Auto Components, Metals & Mining, Construction Materials, Construction, Fast Moving Consumer Goods"
15,0.2706109798774158,8,"BAJAJFINSV, BIOCON, CUMMINSIND, NTPC, HAVELLS, ADANIENT, EICHERMOT, CONCOR","Financial Services, Healthcare, Capital Goods, Power, Consumer Durables, Metals & Mining, Automobile and Auto Components, Services"
16,0.30539684198636774,8,"HUDCO, RELIANCE, SRF, VEDL, POLYCAB, MARUTI, IRCTC, VOLTAS","Financial Services, Oil Gas & Consumable Fuels, Chemicals, Metals & Mining, Capital Goods, Automobile and Auto Components, Consumer Services, Consumer Durables"
17,0.32183934640710665,8,"UNIONBANK, M&M, UPL, BPCL, GODREJPROP, BEL, JINDALSTEL, AMBUJACEM","Financial Services, Automobile and Auto Components, Chemicals, Oil Gas & Consumable Fuels, Realty, Capital Goods, Metals & Mining, Construction Materials"
18,0.35655770176903917,8,"PNB, BOSCHLTD, IOC, HINDALCO, GMRAIRPORT, ULTRACEMCO, ASHOKLEY, TATAPOWER","Financial Services, Automobile and Auto Components, Oil Gas & Consumable Fuels, Metals & Mining, Services, Construction Materials, Capital Goods, Power"
19,0.365760339618042,8,"BANKINDIA, MRF, GAIL, GRASIM, ADANIPORTS, NMDC, SIEMENS, DLF","Financial Services, Automobile and Auto Components, Oil Gas & Consumable Fuels, Construction Materials, Services, Metals & Mining, Capital Goods, Realty"
