basket_id,basket_avg_pairwise_corr,basket_sector_count,symbols,sectors
49,0.22818954785680587,3,"RELIANCE, BDL, MUTHOOTFIN","Oil Gas & Consumable Fuels, Capital Goods, Financial Services"
50,0.24480930925160052,3,"GRASIM, APLAPOLLO, MCX","Construction Materials, Capital Goods, Financial Services"
51,0.2556972085772251,3,"M&M, NATIONALUM, TITAN","Automobile and Auto Components, Metals & Mining, Consumer Durables"
52,0.2602771772349459,3,"GAIL, SHREECEM, INDHOTEL","Oil Gas & Consumable Fuels, Construction Materials, Consumer Services"
53,0.28179983158388394,3,"TATAPOWER, EICHERMOT, MAZDOCK","Power, Automobile and Auto Components, Capital Goods"
54,0.27615282343596975,3,"ADANIPORTS, HEROMOTOCO, CUMMINSIND","Services, Automobile and Auto Components, Capital Goods"
55,0.2730310267945562,3,"VOLTAS, RVNL, ADANIENT","Consumer Durables, Construction, Metals & Mining"
56,0.259809001503308,3,"BPCL, JSWENERGY, DIXON","Oil Gas & Consumable Fuels, Power, Consumer Durables"
57,0.30610782032125566,3,"DLF, COALINDIA, MRF","Realty, Oil Gas & Consumable Fuels, Automobile and Auto Components"
58,0.30632973340107045,3,"ULTRACEMCO, IRCTC, VEDL","Construction Materials, Consumer Services, Metals & Mining"
59,0.2961797504985473,3,"GMRAIRPORT, HINDPETRO, SRF","Services, Oil Gas & Consumable Fuels, Chemicals"
60,0.3135806024196374,3,"LT, HAVELLS, NTPC","Construction, Consumer Durables, Power"
61,0.30158616200508037,3,"AMBUJACEM, UPL, CONCOR","Construction Materials, Chemicals, Services"
