basket_id,basket_avg_pairwise_corr,basket_sector_count,symbols,sectors
1,0.12773531181821637,6,"LTF, DRREDDY, PATANJALI, TIINDIA, INFY, GVT&D","Financial Services, Healthcare, Fast Moving Consumer Goods, Automobile and Auto Components, Information Technology, Capital Goods"
2,0.13223290859931666,6,"LICHSGFIN, HCLTECH, ALKEM, POWERINDIA, HINDUNILVR, IDEA","Financial Services, Information Technology, Healthcare, Capital Goods, Fast Moving Consumer Goods, Telecommunication"
3,0.13151721778754114,6,"CANBK, NESTLEIND, MAXHEALTH, TCS, SOLARINDS, INDUSTOWER","Financial Services, Fast Moving Consumer Goods, Healthcare, Information Technology, Chemicals, Telecommunication"
4,0.1519147197645881,6,"IDFCFIRSTB, TORNTPHARM, MPHASIS, PHOENIXLTD, VBL, CGPOWER","Financial Services, Healthcare, Information Technology, Realty, Fast Moving Consumer Goods, Capital Goods"
5,0.15305754646703223,6,"SBIN, PERSISTENT, GODREJCP, SUZLON, FORTIS, ATGL","Financial Services, Information Technology, Fast Moving Consumer Goods, Capital Goods, Healthcare, Oil Gas & Consumable Fuels"
6,0.16062966411024704,6,"ABCAPITAL, CIPLA, NYKAA, OIL, MARICO, BLUESTARCO","Financial Services, Healthcare, Consumer Services, Oil Gas & Consumable Fuels, Fast Moving Consumer Goods, Consumer Durables"
7,0.16986396390572678,6,"PFC, BRITANNIA, KPITTECH, ADANIGREEN, LUPIN, SUPREMEIND","Financial Services, Fast Moving Consumer Goods, Information Technology, Power, Healthcare, Capital Goods"
8,0.17245661286952074,6,"RECLTD, WIPRO, GODFRYPHLP, BHARTIARTL, PAGEIND, INDIGO","Financial Services, Information Technology, Fast Moving Consumer Goods, Telecommunication, Textiles, Services"
9,0.18511859901255023,6,"FEDERALBNK, DIVISLAB, ETERNAL, COLPAL, ONGC, KALYANKJIL","Financial Services, Healthcare, Consumer Services, Fast Moving Consumer Goods, Oil Gas & Consumable Fuels, Consumer Durables"
10,0.1932831847244119,6,"HDFCAMC, SUNPHARMA, DMART, NHPC, LTM, ITC","Financial Services, Healthcare, Consumer Services, Power, Information Technology, Fast Moving Consumer Goods"
11,0.18997198045291283,6,"M&MFIN, TECHM, ADANIENSOL, KEI, ZYDUSLIFE, ASIANPAINT","Financial Services, Information Technology, Power, Capital Goods, Healthcare, Consumer Durables"
12,0.18086086387211095,6,"BANKBARODA, NAUKRI, APOLLOHOSP, APLAPOLLO, POWERGRID, COFORGE","Financial Services, Consumer Services, Healthcare, Capital Goods, Power, Information Technology"
13,0.19677891076027748,6,"AXISBANK, GLENMARK, ASTRAL, RADICO, HINDZINC, OFSS","Financial Services, Healthcare, Capital Goods, Fast Moving Consumer Goods, Metals & Mining, Information Technology"
14,0.20175790087022472,6,"ICICIBANK, COROMANDEL, TATACOMM, DABUR, COCHINSHIP, PRESTIGE","Financial Services, Chemicals, Telecommunication, Fast Moving Consumer Goods, Capital Goods, Realty"
15,0.22226243895917527,6,"BAJAJFINSV, MAZDOCK, AUROPHARMA, PIIND, OBEROIRLTY, UNITDSPR","Financial Services, Capital Goods, Healthcare, Chemicals, Realty, Fast Moving Consumer Goods"
16,0.22533417907719427,6,"HUDCO, TITAN, BIOCON, ABB, TRENT, TATAELXSI","Financial Services, Consumer Durables, Healthcare, Capital Goods, Consumer Services, Information Technology"
17,0.23220552094223276,6,"UNIONBANK, LAURUSLABS, PIDILITIND, BDL, LODHA, BAJAJ-AUTO","Financial Services, Healthcare, Chemicals, Capital Goods, Realty, Automobile and Auto Components"
18,0.25195394488279443,6,"PNB, JUBLFOOD, CUMMINSIND, HEROMOTOCO, DIXON, ADANIPOWER","Financial Services, Consumer Services, Capital Goods, Automobile and Auto Components, Consumer Durables, Power"
19,0.2619120060065586,6,"BANKINDIA, INDHOTEL, TVSMOTOR, COALINDIA, SHREECEM, SRF","Financial Services, Consumer Services, Automobile and Auto Components, Oil Gas & Consumable Fuels, Construction Materials, Chemicals"
